Stp	Dv	Time	Temp	R_DS_On	DevI	DevV	Fault
268	0	2.690	411.613	0.016	13.953	50.421	1
268	1	2.690	409.726	0.016	130.500	15.824	1
268	2	2.690	416.681	0.016	128.754	0.000	1
268	3	2.690	414.352	0.016	6.867	24.516	0
269	0	2.700	412.596	0.016	108.411	33.368	1
269	1	2.700	411.989	0.016	140.991	16.203	1
269	2	2.700	416.599	0.016	71.820	14.574	0
269	3	2.700	413.501	0.016	11.450	3.527	0
270	0	2.710	413.224	0.016	97.553	28.567	1
270	1	2.710	412.433	0.016	91.200	15.832	1
270	2	2.710	417.491	0.016	106.655	36.768	1
270	3	2.710	413.158	0.016	57.830	47.813	1
271	0	2.720	412.810	0.016	53.604	33.359	0
271	1	2.720	412.140	0.016	60.096	68.284	1
271	2	2.720	416.613	0.016	10.299	56.484	1
271	3	2.720	413.584	0.016	90.812	31.551	1
272	0	2.730	412.026	0.016	22.002	14.014	0
272	1	2.730	412.256	0.016	78.854	15.097	1
272	2	2.730	415.821	0.016	24.886	49.397	1
272	3	2.730	414.020	0.016	91.277	0.000	1
273	0	2.740	411.210	0.016	15.724	0.000	0
273	1	2.740	412.259	0.016	74.157	30.163	0
273	2	2.740	417.035	0.016	115.735	75.777	0
273	3	2.740	415.295	0.016	117.108	28.117	1
274	0	2.750	412.910	0.016	127.761	3.120	1
274	1	2.750	411.776	0.016	48.866	0.000	0
274	2	2.750	418.568	0.016	124.459	22.130	1
274	3	2.750	417.398	0.016	138.052	6.748	1
275	0	2.760	412.586	0.016	58.633	17.047	0
275	1	2.760	411.257	0.016	46.194	0.000	0
275	2	2.760	419.418	0.016	105.763	31.808	1
275	3	2.760	416.629	0.016	28.302	47.327	1
276	0	2.770	412.420	0.016	66.556	72.200	1
276	1	2.770	411.357	0.016	77.950	12.560	1
276	2	2.770	418.998	0.016	55.845	36.613	0
276	3	2.770	417.180	0.016	95.921	28.366	1
277	0	2.780	411.617	0.016	18.561	0.000	0
277	1	2.780	410.586	0.016	22.413	44.489	0
277	2	2.780	420.758	0.016	130.437	16.625	1
277	3	2.780	418.107	0.016	107.793	47.445	0
278	0	2.790	413.179	0.016	124.337	47.380	0
278	1	2.790	409.743	0.016	0.000	10.072	0
278	2	2.790	419.898	0.016	19.421	3.236	0
278	3	2.790	417.264	0.016	19.028	43.891	0
279	0	2.800	414.399	0.016	115.455	22.363	1
279	1	2.800	408.906	0.016	0.000	59.019	1
279	2	2.800	420.820	0.016	108.199	48.118	0
279	3	2.800	417.684	0.016	91.574	46.754	1
280	0	2.810	413.529	0.016	3.743	59.926	1
280	1	2.810	410.131	0.016	114.846	72.527	0
280	2	2.810	421.845	0.016	111.331	65.541	0
280	3	2.810	418.484	0.016	104.093	22.175	1
281	0	2.820	412.965	0.016	43.919	6.211	0
281	1	2.820	409.377	0.016	23.398	57.221	1
281	2	2.820	421.222	0.016	44.029	33.009	0
281	3	2.820	417.879	0.016	43.546	94.400	1
282	0	2.830	413.610	0.016	98.182	68.437	0
282	1	2.830	408.900	0.016	47.847	64.991	1
282	2	2.830	423.179	0.016	135.473	82.604	0
282	3	2.830	417.939	0.016	78.206	42.117	1
283	0	2.840	412.777	0.016	14.619	42.465	0
283	1	2.840	408.233	0.016	32.464	30.493	0
283	2	2.840	422.326	0.016	23.183	22.680	0
283	3	2.840	418.440	0.016	94.505	17.032	1
284	0	2.850	412.911	0.016	79.738	59.178	0
284	1	2.850	407.481	0.016	21.661	71.929	1
284	2	2.850	421.457	0.016	20.044	1.554	0
284	3	2.850	419.686	0.016	117.081	69.506	0
285	0	2.860	412.103	0.016	18.425	14.852	0
285	1	2.860	407.366	0.016	67.280	48.816	1
285	2	2.860	420.903	0.016	48.552	88.816	1
285	3	2.860	420.137	0.016	93.234	62.379	0
286	0	2.870	412.205	0.016	78.291	77.904	0
286	1	2.870	406.749	0.016	36.075	57.042	1
286	2	2.870	419.982	0.016	0.000	70.168	1
286	3	2.870	420.764	0.016	99.136	91.876	0
287	0	2.880	413.584	0.016	119.599	81.927	0
287	1	2.880	406.414	0.016	55.507	28.440	0
287	2	2.880	419.073	0.016	5.384	25.580	0
287	3	2.880	420.050	0.016	36.267	51.110	1
288	0	2.890	412.718	0.016	0.000	57.163	1
288	1	2.890	407.221	0.016	101.986	73.117	0
288	2	2.890	419.124	0.016	78.165	79.686	0
288	3	2.890	419.139	0.016	4.289	94.400	1
289	0	2.900	412.223	0.016	48.297	2.128	0
289	1	2.900	406.980	0.016	60.887	83.188	1
289	2	2.900	418.379	0.016	32.219	17.209	0
289	3	2.900	419.061	0.016	72.745	51.127	1
290	0	2.910	412.153	0.016	70.910	66.670	1
290	1	2.910	406.751	0.016	61.407	20.095	0
290	2	2.910	418.688	0.016	87.914	44.371	1
290	3	2.910	420.775	0.016	129.299	16.811	1
291	0	2.920	412.868	0.016	100.274	82.931	0
291	1	2.920	406.375	0.016	53.076	55.535	1
291	2	2.920	419.018	0.016	88.737	41.387	1
291	3	2.920	422.395	0.016	127.244	74.274	0
292	0	2.930	412.007	0.016	0.000	83.996	1
292	1	2.930	406.498	0.016	77.477	33.341	1
292	2	2.930	418.424	0.016	44.622	24.634	0
292	3	2.930	421.657	0.016	35.059	69.076	1
293	0	2.940	413.703	0.016	127.800	0.503	1
293	1	2.940	405.974	0.016	43.071	70.178	1
293	2	2.940	420.512	0.016	138.135	17.270	1
293	3	2.940	420.971	0.016	39.168	62.623	1
294	0	2.950	412.893	0.016	19.021	78.054	1
294	1	2.950	405.960	0.016	71.482	14.210	0
294	2	2.950	422.463	0.016	135.233	21.440	1
294	3	2.950	420.589	0.016	58.601	3.070	0
295	0	2.960	412.333	0.016	43.862	14.225	0
295	1	2.960	406.216	0.016	82.702	5.318	1
295	2	2.960	421.684	0.016	31.298	0.000	0
295	3	2.960	419.724	0.016	18.523	79.216	1
296	0	2.970	414.973	0.016	149.624	93.023	0
296	1	2.970	406.062	0.016	64.928	73.191	1
296	2	2.970	421.101	0.016	46.742	5.369	0
296	3	2.970	419.067	0.016	40.319	39.452	0
297	0	2.980	414.103	0.016	6.470	1.789	0
297	1	2.980	406.358	0.016	84.314	46.130	1
297	2	2.980	420.244	0.016	20.375	78.171	1
297	3	2.980	418.596	0.016	52.708	74.810	1
298	0	2.990	413.278	0.016	16.938	66.609	1
298	1	2.990	408.116	0.016	128.493	43.506	1
298	2	2.990	419.328	0.016	0.000	64.776	1
298	3	2.990	421.249	0.016	150.634	74.059	0
299	0	3.000	415.012	0.016	128.931	32.791	1
299	1	3.000	408.390	0.016	83.947	0.000	1
299	2	3.000	419.025	0.016	62.166	21.095	0
299	3	3.000	420.964	0.016	63.821	23.636	0
300	0	3.010	414.454	0.016	45.124	80.961	1
300	1	3.010	411.276	0.016	154.379	53.673	0
300	2	3.010	418.126	0.016	7.029	75.578	1
300	3	3.010	420.043	0.016	0.000	94.400	1
301	0	3.020	414.345	0.016	69.862	42.488	0
301	1	3.020	411.086	0.016	64.943	56.041	1
301	2	3.020	420.252	0.016	138.971	73.327	0
301	3	3.020	419.183	0.016	18.509	31.471	0
302	0	3.030	415.951	0.016	125.877	53.913	0
302	1	3.030	410.915	0.016	65.836	28.463	0
302	2	3.030	419.336	0.016	0.000	31.180	0
302	3	3.030	418.847	0.016	60.377	70.264	1
303	0	3.040	415.067	0.016	0.000	45.464	0
303	1	3.040	410.865	0.016	71.411	33.716	0
303	2	3.040	419.726	0.016	91.018	16.623	1
303	3	3.040	420.124	0.016	118.011	60.833	0
304	0	3.050	417.352	0.016	142.176	7.935	1
304	1	3.050	410.392	0.016	48.800	15.769	0
304	2	3.050	421.780	0.016	137.514	37.045	1
304	3	3.050	420.617	0.016	94.726	26.759	1
305	0	3.060	417.090	0.016	63.552	5.598	0
305	1	3.060	411.595	0.016	114.491	42.836	1
305	2	3.060	420.874	0.016	11.703	82.671	1
305	3	3.060	419.742	0.016	16.779	31.497	0
306	0	3.070	416.254	0.016	18.786	33.509	0
306	1	3.070	411.074	0.016	45.982	83.933	1
306	2	3.070	421.634	0.016	103.484	15.481	1
306	3	3.070	421.339	0.016	126.493	4.272	1
307	0	3.080	416.081	0.016	67.491	11.849	0
307	1	3.080	410.227	0.016	0.000	47.330	1
307	2	3.080	420.708	0.016	0.000	8.880	0
307	3	3.080	422.762	0.016	122.279	83.067	0
308	0	3.090	416.891	0.016	104.071	4.923	1
308	1	3.090	411.050	0.016	103.269	36.072	1
308	2	3.090	421.558	0.016	106.206	27.877	1
308	3	3.090	423.093	0.016	89.757	50.987	0
309	0	3.100	418.685	0.016	130.942	26.035	1
309	1	3.100	410.218	0.016	9.954	66.496	1
309	2	3.100	420.634	0.016	2.567	4.072	0
309	3	3.100	422.163	0.016	6.682	22.501	0
310	0	3.110	417.807	0.016	12.912	0.000	0
310	1	3.110	411.742	0.016	123.105	53.783	0
310	2	3.110	419.715	0.016	0.000	27.785	0
310	3	3.110	422.600	0.016	93.327	25.557	1
311	0	3.120	417.926	0.016	80.552	42.704	1
311	1	3.120	412.660	0.016	106.484	16.489	1
311	2	3.120	418.914	0.016	26.599	51.846	1
311	3	3.120	421.974	0.016	44.235	2.636	0
312	0	3.130	417.028	0.016	0.000	70.857	1
312	1	3.130	411.801	0.016	0.000	52.752	1
312	2	3.130	418.673	0.016	65.106	50.440	1
312	3	3.130	421.606	0.016	59.729	4.071	0
313	0	3.140	417.523	0.016	94.107	3.124	1
313	1	3.140	412.174	0.016	88.581	33.183	1
313	2	3.140	417.769	0.016	1.127	1.442	0
313	3	3.140	423.175	0.016	126.075	40.993	1
314	0	3.150	419.574	0.016	137.160	16.386	1
314	1	3.150	413.521	0.016	118.779	67.999	0
314	2	3.150	418.181	0.016	91.418	58.611	0
314	3	3.150	423.448	0.016	87.810	0.006	1
315	0	3.160	419.361	0.016	66.723	59.347	1
315	1	3.160	415.457	0.016	133.886	39.237	1
315	2	3.160	417.281	0.016	0.000	87.338	1
315	3	3.160	422.736	0.016	38.005	0.000	0
316	0	3.170	418.532	0.016	22.587	72.704	1
316	1	3.170	415.315	0.016	68.642	34.259	0
316	2	3.170	418.053	0.016	103.129	18.322	1
316	3	3.170	422.771	0.016	78.580	0.000	1
317	0	3.180	419.192	0.016	99.883	26.030	1
317	1	3.180	414.674	0.016	38.982	10.760	0
317	2	3.180	417.941	0.016	70.917	8.160	0
317	3	3.180	422.034	0.016	35.509	12.263	0
318	0	3.190	418.285	0.016	0.000	60.039	1
318	1	3.190	413.822	0.016	12.022	36.198	0
318	2	3.190	418.763	0.016	104.781	59.018	0
318	3	3.190	424.108	0.016	138.289	49.244	0
319	0	3.200	420.233	0.016	134.864	12.442	1
319	1	3.200	416.255	0.016	145.325	70.548	0
319	2	3.200	417.963	0.016	25.902	70.468	1
319	3	3.200	423.204	0.016	16.050	5.580	0
320	0	3.210	421.992	0.016	130.579	55.570	0
320	1	3.210	415.370	0.016	0.000	43.530	0
320	2	3.210	417.676	0.016	62.461	36.910	0
320	3	3.210	423.095	0.016	72.658	36.534	0
321	0	3.220	422.420	0.016	92.952	5.089	1
321	1	3.220	414.654	0.016	32.336	51.195	1
321	2	3.220	417.049	0.016	41.506	35.602	0
321	3	3.220	423.643	0.016	97.223	39.147	1
322	0	3.230	421.495	0.016	6.513	47.838	1
322	1	3.230	417.298	0.016	149.997	22.871	1
322	2	3.230	416.284	0.016	28.366	60.739	1
322	3	3.230	422.811	0.016	26.388	69.631	1
323	0	3.240	421.814	0.016	89.052	49.889	0
323	1	3.240	417.086	0.016	65.949	33.456	0
323	2	3.240	415.463	0.016	20.453	94.400	1
323	3	3.240	423.649	0.016	106.239	53.343	0
324	0	3.250	420.887	0.016	0.000	18.955	0
324	1	3.250	418.926	0.016	132.094	10.970	1
324	2	3.250	415.791	0.016	87.858	0.000	1
324	3	3.250	425.389	0.016	130.620	48.241	0
325	0	3.260	420.356	0.016	49.865	54.629	1
325	1	3.260	421.039	0.016	138.778	63.674	0
325	2	3.260	414.908	0.016	0.000	69.074	1
325	3	3.260	424.882	0.016	53.355	0.000	0
326	0	3.270	419.440	0.016	0.000	54.420	1
326	1	3.270	422.053	0.016	111.074	72.987	0
326	2	3.270	414.925	0.016	75.555	32.517	0
326	3	3.270	423.939	0.016	6.865	33.420	0
327	0	3.280	420.034	0.016	97.933	80.226	0
327	1	3.280	423.844	0.016	131.641	36.566	1
327	2	3.280	414.269	0.016	37.421	19.144	0
327	3	3.280	426.752	0.016	154.600	31.534	1
328	0	3.290	422.868	0.016	154.600	33.001	1
328	1	3.290	426.598	0.016	153.359	0.000	1
328	2	3.290	415.580	0.016	118.157	22.906	1
328	3	3.290	425.788	0.016	0.000	22.128	0
329	0	3.300	424.639	0.016	131.259	85.948	0
329	1	3.300	427.090	0.016	96.150	45.421	1
329	2	3.300	414.815	0.016	27.222	32.203	0
329	3	3.300	425.616	0.016	70.675	18.159	0
330	0	3.310	426.572	0.016	135.381	5.294	1
330	1	3.310	428.312	0.016	117.923	11.426	1
330	2	3.310	416.368	0.016	124.589	81.622	0
330	3	3.310	427.657	0.016	138.022	46.376	1
331	0	3.320	426.330	0.016	67.679	64.547	1
331	1	3.320	429.269	0.016	110.786	82.914	0
331	2	3.320	416.773	0.016	90.844	44.150	1
331	3	3.320	427.244	0.016	59.540	1.922	0
332	0	3.330	425.368	0.016	0.000	17.607	0
332	1	3.330	429.131	0.016	73.225	62.452	1
332	2	3.330	416.444	0.016	59.850	49.625	1
332	3	3.330	427.271	0.016	79.482	0.000	1
333	0	3.340	424.478	0.016	20.155	52.373	1
333	1	3.340	430.831	0.016	130.464	32.437	1
333	2	3.340	415.639	0.016	22.973	94.400	1
333	3	3.340	429.189	0.016	135.409	5.888	1
334	0	3.350	424.811	0.016	90.256	9.794	1
334	1	3.350	431.563	0.016	104.623	21.982	1
334	2	3.350	415.024	0.016	41.236	22.763	0
334	3	3.350	430.263	0.016	114.222	80.534	0
335	0	3.360	426.341	0.016	125.568	37.033	1
335	1	3.360	430.795	0.016	38.423	26.038	0
335	2	3.360	414.148	0.016	0.000	59.098	1
335	3	3.360	430.618	0.016	92.388	32.276	1
336	0	3.370	425.951	0.016	60.299	12.345	0
336	1	3.370	430.077	0.016	41.870	28.067	0
336	2	3.370	415.889	0.016	129.235	39.971	1
336	3	3.370	429.643	0.016	10.725	24.393	0
337	0	3.380	425.027	0.016	14.768	4.510	0
337	1	3.380	429.460	0.016	48.620	18.604	0
337	2	3.380	415.458	0.016	53.770	5.523	0
337	3	3.380	429.219	0.016	59.712	1.396	0
338	0	3.390	424.158	0.016	22.867	53.086	1
338	1	3.390	429.186	0.016	67.140	12.313	0
338	2	3.390	414.578	0.016	0.000	66.971	1
338	3	3.390	428.624	0.016	49.619	45.696	0
339	0	3.400	426.250	0.016	139.008	61.013	0
339	1	3.400	428.645	0.016	52.904	74.383	1
339	2	3.400	416.593	0.016	135.914	8.116	1
339	3	3.400	429.684	0.016	113.768	42.054	1
340	0	3.410	425.487	0.016	35.390	61.666	1
340	1	3.410	427.775	0.016	26.315	43.352	0
340	2	3.410	415.860	0.016	31.445	33.416	0
340	3	3.410	429.299	0.016	61.720	37.658	0
341	0	3.420	425.475	0.016	77.431	11.280	1
341	1	3.420	427.894	0.016	83.234	9.839	1
341	2	3.420	417.208	0.016	119.418	30.898	1
341	3	3.420	430.988	0.016	130.215	49.177	0
342	0	3.430	424.582	0.016	19.975	84.688	1
342	1	3.430	427.373	0.016	53.586	49.803	1
342	2	3.430	416.450	0.016	29.387	59.610	1
342	3	3.430	430.992	0.016	79.650	63.006	0
343	0	3.440	423.634	0.016	0.000	74.109	1
343	1	3.440	426.404	0.016	0.000	53.421	1
343	2	3.440	416.512	0.016	77.857	83.594	0
343	3	3.440	430.032	0.016	15.090	44.250	0
344	0	3.450	425.517	0.016	134.051	9.281	1
344	1	3.450	425.442	0.016	0.000	48.618	1
344	2	3.450	415.785	0.016	32.040	50.906	1
344	3	3.450	429.043	0.016	1.546	20.797	0
345	0	3.460	425.494	0.016	77.003	6.107	0
345	1	3.460	424.772	0.016	42.571	80.222	1
345	2	3.460	415.217	0.016	44.817	30.603	0
345	3	3.460	430.280	0.016	118.639	66.131	0
346	0	3.470	424.580	0.016	16.140	40.175	0
346	1	3.470	424.563	0.016	68.596	74.697	1
346	2	3.470	416.468	0.016	116.669	72.750	0
346	3	3.470	429.413	0.016	28.038	52.492	1
347	0	3.480	425.003	0.016	93.366	37.057	1
347	1	3.480	424.815	0.016	87.386	48.004	0
347	2	3.480	416.018	0.016	52.840	29.638	0
347	3	3.480	428.457	0.016	13.459	8.098	0
348	0	3.490	424.051	0.016	0.000	52.712	1
348	1	3.490	425.078	0.016	87.841	25.730	1
348	2	3.490	415.495	0.016	48.047	87.816	1
348	3	3.490	427.485	0.016	6.040	50.893	1
349	0	3.500	423.894	0.016	70.759	27.315	0
349	1	3.500	425.601	0.016	96.826	15.061	1
349	2	3.500	414.678	0.016	20.086	43.330	0
349	3	3.500	426.515	0.016	0.000	77.033	1
350	0	3.510	423.652	0.016	66.811	32.059	0
350	1	3.510	425.129	0.016	55.465	29.834	0
350	2	3.510	413.804	0.016	0.000	57.179	1
350	3	3.510	426.749	0.016	87.191	83.726	0
351	0	3.520	422.712	0.016	2.844	45.475	0
351	1	3.520	426.805	0.016	129.276	49.426	0
351	2	3.520	412.937	0.016	0.000	17.331	0
351	3	3.520	426.347	0.016	59.762	74.633	1
352	0	3.530	422.681	0.016	75.814	70.365	1
352	1	3.530	427.467	0.016	101.657	68.002	0
352	2	3.530	415.208	0.016	141.602	18.372	1
352	3	3.530	425.399	0.016	9.381	41.566	0
353	0	3.540	422.480	0.016	68.319	81.229	1
353	1	3.540	429.227	0.016	131.674	62.302	0
353	2	3.540	415.806	0.016	97.148	16.444	1
353	3	3.540	424.445	0.016	0.000	62.853	1
354	0	3.550	422.111	0.016	59.885	81.053	1
354	1	3.550	429.009	0.016	69.688	20.675	0
354	2	3.550	415.852	0.016	77.040	16.885	0
354	3	3.550	423.497	0.016	0.000	14.987	0
355	0	3.560	421.851	0.016	65.338	44.505	0
355	1	3.560	431.055	0.016	138.592	0.257	1
355	2	3.560	414.970	0.016	0.000	23.694	0
355	3	3.560	423.808	0.016	89.203	48.340	0
356	0	3.570	420.923	0.016	0.000	47.061	0
356	1	3.570	430.108	0.016	17.716	61.527	1
356	2	3.570	414.516	0.016	51.986	4.594	0
356	3	3.570	424.813	0.016	111.322	46.473	1
357	0	3.580	421.233	0.016	88.553	67.330	0
357	1	3.580	429.400	0.016	42.306	40.081	0
357	2	3.580	417.380	0.016	154.600	20.138	1
357	3	3.580	427.621	0.016	154.600	31.867	1
358	0	3.590	421.538	0.016	88.477	11.867	1
358	1	3.590	428.656	0.016	39.025	51.993	1
358	2	3.590	416.669	0.016	34.187	29.381	0
358	3	3.590	426.850	0.016	35.657	0.000	0
359	0	3.600	421.076	0.016	54.329	28.701	0
359	1	3.600	427.677	0.016	0.000	19.185	0
359	2	3.600	416.901	0.016	84.601	56.499	0
359	3	3.600	425.885	0.016	0.000	62.654	1
360	0	3.610	420.450	0.016	43.383	3.258	0
360	1	3.610	428.432	0.016	104.688	56.148	0
360	2	3.610	418.441	0.016	124.616	14.194	1
360	3	3.610	425.013	0.016	23.393	39.840	0
361	0	3.620	421.216	0.016	103.590	18.901	1
361	1	3.620	427.958	0.016	56.512	22.624	0
361	2	3.620	417.646	0.016	26.100	1.019	0
361	3	3.620	424.296	0.016	38.573	40.026	0
362	0	3.630	420.293	0.016	0.519	21.647	0
362	1	3.630	429.117	0.016	116.359	88.327	0
362	2	3.630	416.766	0.016	10.212	42.220	0
362	3	3.630	423.374	0.016	12.400	39.306	0
363	0	3.640	422.148	0.016	132.920	39.002	1
363	1	3.640	429.218	0.016	82.890	38.403	1
363	2	3.640	416.016	0.016	29.809	93.683	1
363	3	3.640	422.435	0.016	2.000	18.065	0
364	0	3.650	422.071	0.016	73.709	63.376	1
364	1	3.650	429.271	0.016	81.097	49.484	0
364	2	3.650	415.844	0.016	67.480	11.209	0
364	3	3.650	422.499	0.016	79.656	77.444	0
365	0	3.660	423.240	0.016	115.610	62.780	0
365	1	3.660	431.315	0.016	138.590	35.933	1
365	2	3.660	415.919	0.016	78.224	53.845	0
365	3	3.660	422.515	0.016	77.698	0.114	1
366	0	3.670	422.454	0.016	31.088	0.000	0
366	1	3.670	430.522	0.016	36.091	22.118	0
366	2	3.670	415.944	0.016	76.202	23.797	0
366	3	3.670	424.233	0.016	129.910	38.255	1
367	0	3.680	422.114	0.016	61.445	28.003	0
367	1	3.680	430.930	0.016	94.252	65.318	0
367	2	3.680	415.318	0.016	40.584	58.741	1
367	3	3.680	423.287	0.016	0.000	11.874	0
368	0	3.690	421.867	0.016	65.929	36.914	0
368	1	3.690	433.071	0.016	141.009	24.331	1
368	2	3.690	416.317	0.016	109.567	45.334	1
368	3	3.690	424.594	0.016	119.545	34.592	1
369	0	3.700	420.939	0.016	0.000	36.793	0
369	1	3.700	432.153	0.016	24.374	83.638	1
369	2	3.700	415.431	0.016	0.000	9.623	0
369	3	3.700	424.080	0.016	52.587	3.419	0
370	0	3.710	420.048	0.016	13.819	0.000	0
370	1	3.710	431.148	0.016	0.000	71.578	1
370	2	3.710	415.250	0.016	66.825	20.717	0
370	3	3.710	423.513	0.016	48.991	26.503	0
371	0	3.720	420.901	0.016	106.139	13.658	1
371	1	3.720	430.947	0.016	71.033	72.535	1
371	2	3.720	414.374	0.016	3.191	22.214	0
371	3	3.720	424.296	0.016	104.715	16.003	1
372	0	3.730	422.305	0.016	121.719	24.516	1
372	1	3.730	429.952	0.016	1.938	64.575	1
372	2	3.730	415.055	0.016	99.664	0.000	1
372	3	3.730	423.591	0.016	39.190	15.916	0
373	0	3.740	422.391	0.016	80.503	47.734	0
373	1	3.740	428.963	0.016	0.000	20.450	0
373	2	3.740	414.227	0.016	17.759	21.437	0
373	3	3.740	425.123	0.016	125.459	0.000	1
374	0	3.750	423.328	0.016	109.071	27.813	1
374	1	3.750	428.478	0.016	56.120	31.812	0
374	2	3.750	414.336	0.016	79.140	54.477	0
374	3	3.750	424.315	0.016	30.285	70.856	1
375	0	3.760	423.185	0.016	71.172	32.769	0
375	1	3.760	430.036	0.016	126.850	56.746	0
375	2	3.760	413.464	0.016	0.033	0.000	0
375	3	3.760	424.582	0.016	87.844	83.875	0
376	0	3.770	423.993	0.016	105.418	58.034	0
376	1	3.770	429.137	0.016	23.959	9.993	0
376	2	3.770	413.482	0.016	75.158	37.681	0
376	3	3.770	423.743	0.016	26.386	60.931	1
377	0	3.780	423.202	0.016	31.215	0.000	0
377	1	3.780	428.155	0.016	0.000	28.189	0
377	2	3.780	413.259	0.016	64.059	15.444	0
377	3	3.780	424.114	0.016	91.375	62.790	0
378	0	3.790	422.561	0.016	43.429	88.924	1
378	1	3.790	427.180	0.016	0.000	0.000	0
378	2	3.790	413.759	0.016	93.424	69.799	0
378	3	3.790	424.150	0.016	79.007	11.596	1
379	0	3.800	421.834	0.016	36.253	41.329	0
379	1	3.800	426.452	0.016	39.057	76.796	1
379	2	3.800	412.914	0.016	11.958	86.995	1
379	3	3.800	425.502	0.016	120.878	77.499	0
380	0	3.810	422.017	0.016	84.120	28.353	1
380	1	3.810	425.524	0.016	14.769	20.488	0
380	2	3.810	412.577	0.016	57.913	69.963	1
380	3	3.810	427.222	0.016	130.405	23.887	1
381	0	3.820	423.048	0.016	111.728	41.888	1
381	1	3.820	427.613	0.016	139.103	27.756	1
381	2	3.820	411.719	0.016	0.000	73.297	1
381	3	3.820	426.964	0.016	67.184	81.827	1
382	0	3.830	422.119	0.016	6.927	32.631	0
382	1	3.830	428.258	0.016	101.310	45.554	1
382	2	3.830	412.241	0.016	93.806	24.636	1
382	3	3.830	425.998	0.016	0.000	76.094	1
383	0	3.840	422.086	0.016	75.573	29.289	0
383	1	3.840	427.367	0.016	23.130	17.389	0
383	2	3.840	412.052	0.016	65.329	44.061	0
383	3	3.840	425.820	0.016	70.453	94.400	1
384	0	3.850	421.156	0.016	0.000	62.840	1
384	1	3.850	427.051	0.016	64.426	61.000	1
384	2	3.850	411.357	0.016	31.918	75.494	1
384	3	3.850	424.863	0.016	0.000	40.100	0
385	0	3.860	422.302	0.016	114.801	72.177	0
385	1	3.860	429.516	0.016	147.635	88.116	0
385	2	3.860	412.423	0.016	110.786	74.509	0
385	3	3.860	423.912	0.016	0.000	37.074	0
386	0	3.870	422.103	0.016	68.259	84.225	1
386	1	3.870	428.955	0.016	51.914	35.240	0
386	2	3.870	412.137	0.016	60.447	36.801	0
386	3	3.870	423.255	0.016	42.660	60.237	1
387	0	3.880	424.183	0.016	138.465	25.588	1
387	1	3.880	427.996	0.016	11.697	68.885	1
387	2	3.880	414.336	0.016	139.854	79.495	0
387	3	3.880	424.806	0.016	125.869	69.343	0
388	0	3.890	423.750	0.016	57.050	38.264	0
388	1	3.890	427.044	0.016	11.813	11.474	0
388	2	3.890	413.736	0.016	41.645	54.592	1
388	3	3.890	425.095	0.016	88.761	23.461	1
389	0	3.900	422.808	0.016	1.968	30.773	0
389	1	3.900	426.827	0.016	68.991	53.226	1
389	2	3.900	413.910	0.016	81.629	23.935	1
389	3	3.900	424.212	0.016	20.935	0.000	0
390	0	3.910	423.707	0.016	108.049	66.448	0
390	1	3.910	426.673	0.016	71.809	44.523	0
390	2	3.910	413.215	0.016	33.272	9.975	0
390	3	3.910	426.793	0.016	149.781	48.460	0
391	0	3.920	422.785	0.016	11.204	26.980	0
391	1	3.920	426.875	0.016	86.047	1.777	1
391	2	3.920	413.427	0.016	82.963	2.280	1
391	3	3.920	426.330	0.016	56.462	83.172	1
392	0	3.930	422.025	0.016	33.386	0.972	0
392	1	3.930	425.930	0.016	11.511	29.204	0
392	2	3.930	414.390	0.016	108.144	77.027	0
392	3	3.930	428.119	0.016	132.205	0.000	1
393	0	3.940	421.474	0.016	49.026	53.189	1
393	1	3.940	425.637	0.016	65.002	13.577	0
393	2	3.940	413.669	0.016	30.990	71.873	1
393	3	3.940	429.268	0.016	116.104	11.326	1
394	0	3.950	422.723	0.016	117.698	77.448	0
394	1	3.950	424.993	0.016	44.528	32.061	0
394	2	3.950	412.882	0.016	22.631	56.681	1
394	3	3.950	428.528	0.016	39.287	77.006	1
395	0	3.960	421.808	0.016	10.992	46.642	0
395	1	3.960	424.270	0.016	38.131	10.416	0
395	2	3.960	414.093	0.016	115.149	0.000	1
395	3	3.960	429.988	0.016	124.394	7.625	1
396	0	3.970	420.962	0.016	22.887	0.000	0
396	1	3.970	423.343	0.016	10.897	16.247	0
396	2	3.970	413.376	0.016	31.226	10.878	0
396	3	3.970	428.999	0.016	0.000	9.282	0
397	0	3.980	420.410	0.016	48.486	77.917	1
397	1	3.980	422.425	0.016	11.519	27.329	0
397	2	3.980	412.822	0.016	44.554	0.000	0
397	3	3.980	428.839	0.016	72.207	58.326	1
398	0	3.990	419.496	0.016	3.977	42.068	0
398	1	3.990	421.645	0.016	31.188	65.294	1
398	2	3.990	412.003	0.016	16.222	11.011	0
398	3	3.990	428.654	0.016	70.999	26.763	0
399	0	4.000	418.712	0.016	28.372	55.218	1
399	1	4.000	421.047	0.016	45.731	47.952	1
399	2	4.000	413.456	0.016	121.552	32.470	1
399	3	4.000	427.785	0.016	26.469	44.609	0
400	0	4.010	418.213	0.016	50.884	0.000	0
400	1	4.010	421.115	0.016	79.393	35.074	1
400	2	4.010	414.786	0.016	118.511	68.948	0
400	3	4.010	427.493	0.016	65.709	22.233	0
401	0	4.020	417.449	0.016	29.452	10.960	0
401	1	4.020	422.290	0.016	115.618	39.156	1
401	2	4.020	413.911	0.016	0.000	7.299	0
401	3	4.020	426.754	0.016	38.302	65.771	1
402	0	4.030	418.140	0.016	100.635	69.014	0
